
=========================== Device: cuda:2, NVIDIA GeForce RTX 3090 ===========================

=========================== Random Seed: 777 ===========================

=========================== Training ===========================
[2023/04/04 07:38:28] 	 epoch : 001/300 	 Epoch loss:1615.731894 	 Accuracy: 0.0222
[2023/04/04 12:04:10] 	 epoch : 070/300 	 Epoch loss:1124.155895 	 Accuracy: 0.2582
[2023/04/04 12:04:47] 	 ##### Accuracy on validation set: 0.4727 #####
[2023/04/04 12:04:47] 	 ##### Best accuracy so far: 0.4451  =>  saving model... #####
[2023/04/04 12:08:35] 	 epoch : 071/300 	 Epoch loss:1120.446656 	 Accuracy: 0.2614
[2023/04/04 12:12:23] 	 epoch : 072/300 	 Epoch loss:1117.025793 	 Accuracy: 0.2627
[2023/04/04 12:16:11] 	 epoch : 073/300 	 Epoch loss:1114.386922 	 Accuracy: 0.2649
[2023/04/04 12:19:58] 	 epoch : 074/300 	 Epoch loss:1110.638211 	 Accuracy: 0.2657
[2023/04/04 12:23:46] 	 epoch : 075/300 	 Epoch loss:1106.614922 	 Accuracy: 0.2693
[2023/04/04 12:27:34] 	 epoch : 076/300 	 Epoch loss:1103.577714 	 Accuracy: 0.2708
[2023/04/04 12:31:22] 	 epoch : 077/300 	 Epoch loss:1100.041876 	 Accuracy: 0.2724
[2023/04/04 12:35:09] 	 epoch : 078/300 	 Epoch loss:1096.989207 	 Accuracy: 0.2743
[2023/04/04 12:38:56] 	 epoch : 079/300 	 Epoch loss:1094.358704 	 Accuracy: 0.2753
[2023/04/04 12:42:41] 	 epoch : 080/300 	 Epoch loss:1090.823105 	 Accuracy: 0.2799
[2023/04/04 12:43:20] 	 ##### Accuracy on validation set: 0.4771 #####
[2023/04/04 12:43:20] 	 ##### Best accuracy so far: 0.4727  =>  saving model... #####
[2023/04/04 12:47:08] 	 epoch : 081/300 	 Epoch loss:1088.645683 	 Accuracy: 0.2786
[2023/04/04 12:50:56] 	 epoch : 082/300 	 Epoch loss:1085.427839 	 Accuracy: 0.2791
[2023/04/04 12:54:44] 	 epoch : 083/300 	 Epoch loss:1081.256897 	 Accuracy: 0.2813
[2023/04/04 12:58:32] 	 epoch : 084/300 	 Epoch loss:1079.373819 	 Accuracy: 0.2830
[2023/04/04 13:02:20] 	 epoch : 085/300 	 Epoch loss:1076.107142 	 Accuracy: 0.2840
[2023/04/04 13:06:08] 	 epoch : 086/300 	 Epoch loss:1073.432076 	 Accuracy: 0.2866
[2023/04/04 13:09:55] 	 epoch : 087/300 	 Epoch loss:1071.036435 	 Accuracy: 0.2876
[2023/04/04 13:13:43] 	 epoch : 088/300 	 Epoch loss:1067.540048 	 Accuracy: 0.2889
[2023/04/04 13:17:30] 	 epoch : 089/300 	 Epoch loss:1065.959062 	 Accuracy: 0.2902
[2023/04/04 13:21:13] 	 epoch : 090/300 	 Epoch loss:1064.096469 	 Accuracy: 0.2908
[2023/04/04 13:21:53] 	 ##### Accuracy on validation set: 0.4979 #####
[2023/04/04 13:21:53] 	 ##### Best accuracy so far: 0.4771  =>  saving model... #####
[2023/04/04 13:25:41] 	 epoch : 091/300 	 Epoch loss:1060.008729 	 Accuracy: 0.2947
[2023/04/04 13:29:29] 	 epoch : 092/300 	 Epoch loss:1057.048549 	 Accuracy: 0.2976
[2023/04/04 13:33:17] 	 epoch : 093/300 	 Epoch loss:1054.816882 	 Accuracy: 0.2964
[2023/04/04 13:37:04] 	 epoch : 094/300 	 Epoch loss:1052.681939 	 Accuracy: 0.2980
[2023/04/04 13:40:52] 	 epoch : 095/300 	 Epoch loss:1050.544497 	 Accuracy: 0.2983
[2023/04/04 13:44:40] 	 epoch : 096/300 	 Epoch loss:1047.280099 	 Accuracy: 0.3032
[2023/04/04 13:48:28] 	 epoch : 097/300 	 Epoch loss:1045.542596 	 Accuracy: 0.3015
[2023/04/04 13:52:16] 	 epoch : 098/300 	 Epoch loss:1042.957078 	 Accuracy: 0.3029
[2023/04/04 13:56:04] 	 epoch : 099/300 	 Epoch loss:1040.591225 	 Accuracy: 0.3033
[2023/04/04 13:59:46] 	 epoch : 100/300 	 Epoch loss:1037.520650 	 Accuracy: 0.3062
[2023/04/04 14:00:27] 	 ##### Accuracy on validation set: 0.5062 #####
[2023/04/04 14:00:27] 	 ##### Best accuracy so far: 0.4979  =>  saving model... #####
[2023/04/04 14:04:15] 	 epoch : 101/300 	 Epoch loss:1036.063702 	 Accuracy: 0.3060
[2023/04/04 14:08:03] 	 epoch : 102/300 	 Epoch loss:1034.410843 	 Accuracy: 0.3083
[2023/04/04 14:11:50] 	 epoch : 103/300 	 Epoch loss:1031.498804 	 Accuracy: 0.3101
[2023/04/04 14:15:38] 	 epoch : 104/300 	 Epoch loss:1029.525683 	 Accuracy: 0.3102
[2023/04/04 14:19:25] 	 epoch : 105/300 	 Epoch loss:1028.022809 	 Accuracy: 0.3121
[2023/04/04 14:23:12] 	 epoch : 106/300 	 Epoch loss:1025.500129 	 Accuracy: 0.3151
[2023/04/04 14:27:00] 	 epoch : 107/300 	 Epoch loss:1023.814938 	 Accuracy: 0.3155
[2023/04/04 14:30:48] 	 epoch : 108/300 	 Epoch loss:1022.274110 	 Accuracy: 0.3149
[2023/04/04 14:34:36] 	 epoch : 109/300 	 Epoch loss:1018.380130 	 Accuracy: 0.3163
[2023/04/04 14:38:17] 	 epoch : 110/300 	 Epoch loss:1017.463298 	 Accuracy: 0.3166
[2023/04/04 14:38:59] 	 ##### Accuracy on validation set: 0.5273 #####
[2023/04/04 14:38:59] 	 ##### Best accuracy so far: 0.5062  =>  saving model... #####
[2023/04/04 14:42:47] 	 epoch : 111/300 	 Epoch loss:1015.256089 	 Accuracy: 0.3190
[2023/04/04 14:46:35] 	 epoch : 112/300 	 Epoch loss:1013.744237 	 Accuracy: 0.3213
[2023/04/04 14:50:23] 	 epoch : 113/300 	 Epoch loss:1010.597347 	 Accuracy: 0.3215
[2023/04/04 14:54:11] 	 epoch : 114/300 	 Epoch loss:1009.915945 	 Accuracy: 0.3232
[2023/04/04 14:57:58] 	 epoch : 115/300 	 Epoch loss:1006.645752 	 Accuracy: 0.3253
[2023/04/04 15:01:45] 	 epoch : 116/300 	 Epoch loss:1004.185447 	 Accuracy: 0.3240
[2023/04/04 15:05:33] 	 epoch : 117/300 	 Epoch loss:1003.369527 	 Accuracy: 0.3278
[2023/04/04 15:09:20] 	 epoch : 118/300 	 Epoch loss:1001.462623 	 Accuracy: 0.3262
[2023/04/04 15:13:08] 	 epoch : 119/300 	 Epoch loss:999.996106 	 Accuracy: 0.3280
[2023/04/04 15:16:49] 	 epoch : 120/300 	 Epoch loss:996.518092 	 Accuracy: 0.3303
[2023/04/04 15:17:31] 	 ##### Accuracy on validation set: 0.5435 #####
[2023/04/04 15:17:31] 	 ##### Best accuracy so far: 0.5273  =>  saving model... #####
[2023/04/04 15:21:19] 	 epoch : 121/300 	 Epoch loss:994.511230 	 Accuracy: 0.3309
[2023/04/04 15:25:07] 	 epoch : 122/300 	 Epoch loss:993.536408 	 Accuracy: 0.3327
[2023/04/04 15:28:54] 	 epoch : 123/300 	 Epoch loss:991.370788 	 Accuracy: 0.3340
[2023/04/04 15:32:42] 	 epoch : 124/300 	 Epoch loss:990.382488 	 Accuracy: 0.3331
[2023/04/04 15:36:30] 	 epoch : 125/300 	 Epoch loss:987.831549 	 Accuracy: 0.3343
[2023/04/04 15:40:18] 	 epoch : 126/300 	 Epoch loss:986.144909 	 Accuracy: 0.3363
[2023/04/04 15:44:05] 	 epoch : 127/300 	 Epoch loss:984.606883 	 Accuracy: 0.3386
[2023/04/04 15:47:52] 	 epoch : 128/300 	 Epoch loss:983.170261 	 Accuracy: 0.3375
[2023/04/04 15:51:39] 	 epoch : 129/300 	 Epoch loss:979.743932 	 Accuracy: 0.3400
[2023/04/04 15:55:20] 	 epoch : 130/300 	 Epoch loss:979.591152 	 Accuracy: 0.3394
[2023/04/04 15:56:02] 	 ##### Accuracy on validation set: 0.5293 #####
[2023/04/04 15:56:02] 	 ##### Best accuracy so far: 0.5435 #####
[2023/04/04 15:59:50] 	 epoch : 131/300 	 Epoch loss:977.901694 	 Accuracy: 0.3412
[2023/04/04 16:03:38] 	 epoch : 132/300 	 Epoch loss:975.756906 	 Accuracy: 0.3433
[2023/04/04 16:07:25] 	 epoch : 133/300 	 Epoch loss:974.255497 	 Accuracy: 0.3428
[2023/04/04 16:11:13] 	 epoch : 134/300 	 Epoch loss:972.819418 	 Accuracy: 0.3441
[2023/04/04 16:15:01] 	 epoch : 135/300 	 Epoch loss:970.876384 	 Accuracy: 0.3458
[2023/04/04 16:18:49] 	 epoch : 136/300 	 Epoch loss:968.268086 	 Accuracy: 0.3473
[2023/04/04 16:22:36] 	 epoch : 137/300 	 Epoch loss:967.765286 	 Accuracy: 0.3465
[2023/04/04 16:26:23] 	 epoch : 138/300 	 Epoch loss:963.601035 	 Accuracy: 0.3501
[2023/04/04 16:30:11] 	 epoch : 139/300 	 Epoch loss:964.187339 	 Accuracy: 0.3488
[2023/04/04 16:33:51] 	 epoch : 140/300 	 Epoch loss:962.573383 	 Accuracy: 0.3500
[2023/04/04 16:34:34] 	 ##### Accuracy on validation set: 0.5375 #####
[2023/04/04 16:34:34] 	 ##### Best accuracy so far: 0.5435 #####
[2023/04/04 16:38:21] 	 epoch : 141/300 	 Epoch loss:960.119091 	 Accuracy: 0.3510
[2023/04/04 16:42:09] 	 epoch : 142/300 	 Epoch loss:958.282361 	 Accuracy: 0.3536
[2023/04/04 16:45:56] 	 epoch : 143/300 	 Epoch loss:956.250187 	 Accuracy: 0.3546
[2023/04/04 16:49:44] 	 epoch : 144/300 	 Epoch loss:955.176112 	 Accuracy: 0.3558
[2023/04/04 16:53:31] 	 epoch : 145/300 	 Epoch loss:953.383142 	 Accuracy: 0.3568
[2023/04/04 16:57:19] 	 epoch : 146/300 	 Epoch loss:952.411203 	 Accuracy: 0.3560
[2023/04/04 17:01:07] 	 epoch : 147/300 	 Epoch loss:950.028316 	 Accuracy: 0.3590
[2023/04/04 17:04:55] 	 epoch : 148/300 	 Epoch loss:948.847852 	 Accuracy: 0.3590
[2023/04/04 17:08:43] 	 epoch : 149/300 	 Epoch loss:946.235179 	 Accuracy: 0.3585
[2023/04/04 17:12:22] 	 epoch : 150/300 	 Epoch loss:945.326783 	 Accuracy: 0.3609
[2023/04/04 17:13:06] 	 ##### Accuracy on validation set: 0.5428 #####
[2023/04/04 17:13:06] 	 ##### Best accuracy so far: 0.5435 #####
[2023/04/04 17:16:53] 	 epoch : 151/300 	 Epoch loss:945.186869 	 Accuracy: 0.3632
[2023/04/04 17:20:40] 	 epoch : 152/300 	 Epoch loss:942.360013 	 Accuracy: 0.3628
[2023/04/04 17:24:28] 	 epoch : 153/300 	 Epoch loss:941.294881 	 Accuracy: 0.3613
[2023/04/04 17:28:15] 	 epoch : 154/300 	 Epoch loss:939.457548 	 Accuracy: 0.3658
[2023/04/04 17:32:02] 	 epoch : 155/300 	 Epoch loss:938.872035 	 Accuracy: 0.3640
[2023/04/04 17:35:50] 	 epoch : 156/300 	 Epoch loss:937.182911 	 Accuracy: 0.3656
[2023/04/04 17:39:37] 	 epoch : 157/300 	 Epoch loss:935.663278 	 Accuracy: 0.3683
[2023/04/04 17:43:24] 	 epoch : 158/300 	 Epoch loss:932.473230 	 Accuracy: 0.3675
[2023/04/04 17:47:12] 	 epoch : 159/300 	 Epoch loss:931.639345 	 Accuracy: 0.3683
[2023/04/04 17:50:51] 	 epoch : 160/300 	 Epoch loss:931.535582 	 Accuracy: 0.3690
[2023/04/04 17:51:35] 	 ##### Accuracy on validation set: 0.5645 #####
[2023/04/04 17:51:35] 	 ##### Best accuracy so far: 0.5435  =>  saving model... #####
[2023/04/04 17:55:23] 	 epoch : 161/300 	 Epoch loss:928.784675 	 Accuracy: 0.3704
[2023/04/04 17:59:11] 	 epoch : 162/300 	 Epoch loss:927.446323 	 Accuracy: 0.3709
[2023/04/04 18:02:58] 	 epoch : 163/300 	 Epoch loss:925.467259 	 Accuracy: 0.3732
[2023/04/04 18:06:46] 	 epoch : 164/300 	 Epoch loss:924.436912 	 Accuracy: 0.3717
[2023/04/04 18:10:33] 	 epoch : 165/300 	 Epoch loss:923.056769 	 Accuracy: 0.3734
[2023/04/04 18:14:21] 	 epoch : 166/300 	 Epoch loss:920.683966 	 Accuracy: 0.3753
[2023/04/04 18:18:08] 	 epoch : 167/300 	 Epoch loss:919.300803 	 Accuracy: 0.3759
[2023/04/04 18:21:55] 	 epoch : 168/300 	 Epoch loss:917.087469 	 Accuracy: 0.3776
[2023/04/04 18:25:43] 	 epoch : 169/300 	 Epoch loss:917.132407 	 Accuracy: 0.3778
[2023/04/04 18:29:22] 	 epoch : 170/300 	 Epoch loss:915.745580 	 Accuracy: 0.3764
[2023/04/04 18:30:06] 	 ##### Accuracy on validation set: 0.5465 #####
[2023/04/04 18:30:06] 	 ##### Best accuracy so far: 0.5645 #####
[2023/04/04 18:33:53] 	 epoch : 171/300 	 Epoch loss:914.324678 	 Accuracy: 0.3795
[2023/04/04 18:37:41] 	 epoch : 172/300 	 Epoch loss:912.536111 	 Accuracy: 0.3797
[2023/04/04 18:41:28] 	 epoch : 173/300 	 Epoch loss:912.923934 	 Accuracy: 0.3802
[2023/04/04 18:45:16] 	 epoch : 174/300 	 Epoch loss:909.569372 	 Accuracy: 0.3812
[2023/04/04 18:49:03] 	 epoch : 175/300 	 Epoch loss:909.752999 	 Accuracy: 0.3792
[2023/04/04 18:52:51] 	 epoch : 176/300 	 Epoch loss:907.353024 	 Accuracy: 0.3819
[2023/04/04 18:56:38] 	 epoch : 177/300 	 Epoch loss:904.293199 	 Accuracy: 0.3825
[2023/04/04 19:00:26] 	 epoch : 178/300 	 Epoch loss:904.112824 	 Accuracy: 0.3828
[2023/04/04 19:04:13] 	 epoch : 179/300 	 Epoch loss:903.529892 	 Accuracy: 0.3847
[2023/04/04 19:07:52] 	 epoch : 180/300 	 Epoch loss:900.809437 	 Accuracy: 0.3874
[2023/04/04 19:08:36] 	 ##### Accuracy on validation set: 0.5673 #####
[2023/04/04 19:08:36] 	 ##### Best accuracy so far: 0.5645  =>  saving model... #####
[2023/04/04 19:12:24] 	 epoch : 181/300 	 Epoch loss:899.536821 	 Accuracy: 0.3853
[2023/04/04 19:16:11] 	 epoch : 182/300 	 Epoch loss:898.516172 	 Accuracy: 0.3869
[2023/04/04 19:19:59] 	 epoch : 183/300 	 Epoch loss:896.461398 	 Accuracy: 0.3897
[2023/04/04 19:23:47] 	 epoch : 184/300 	 Epoch loss:894.588633 	 Accuracy: 0.3878
[2023/04/04 19:27:35] 	 epoch : 185/300 	 Epoch loss:894.413684 	 Accuracy: 0.3881
[2023/04/04 19:31:22] 	 epoch : 186/300 	 Epoch loss:892.704219 	 Accuracy: 0.3898
[2023/04/04 19:35:10] 	 epoch : 187/300 	 Epoch loss:891.473886 	 Accuracy: 0.3916
[2023/04/04 19:38:57] 	 epoch : 188/300 	 Epoch loss:890.238846 	 Accuracy: 0.3931
[2023/04/04 19:42:45] 	 epoch : 189/300 	 Epoch loss:886.871740 	 Accuracy: 0.3921
[2023/04/04 19:46:23] 	 epoch : 190/300 	 Epoch loss:886.598545 	 Accuracy: 0.3947
[2023/04/04 19:47:08] 	 ##### Accuracy on validation set: 0.5683 #####
[2023/04/04 19:47:08] 	 ##### Best accuracy so far: 0.5673  =>  saving model... #####
[2023/04/04 19:50:56] 	 epoch : 191/300 	 Epoch loss:886.040445 	 Accuracy: 0.3952
[2023/04/04 19:54:43] 	 epoch : 192/300 	 Epoch loss:884.557930 	 Accuracy: 0.3941
[2023/04/04 19:58:30] 	 epoch : 193/300 	 Epoch loss:883.495022 	 Accuracy: 0.3974
[2023/04/04 20:02:18] 	 epoch : 194/300 	 Epoch loss:881.816771 	 Accuracy: 0.3959
[2023/04/04 20:06:05] 	 epoch : 195/300 	 Epoch loss:880.238814 	 Accuracy: 0.3980
[2023/04/04 20:09:54] 	 epoch : 196/300 	 Epoch loss:878.621070 	 Accuracy: 0.3981
[2023/04/04 20:13:41] 	 epoch : 197/300 	 Epoch loss:878.980636 	 Accuracy: 0.3982
[2023/04/04 20:17:29] 	 epoch : 198/300 	 Epoch loss:874.944272 	 Accuracy: 0.4009
[2023/04/04 20:21:16] 	 epoch : 199/300 	 Epoch loss:873.765187 	 Accuracy: 0.4019
[2023/04/04 20:24:54] 	 epoch : 200/300 	 Epoch loss:872.028321 	 Accuracy: 0.4030
[2023/04/04 20:25:39] 	 ##### Accuracy on validation set: 0.5776 #####
[2023/04/04 20:25:39] 	 ##### Best accuracy so far: 0.5683  =>  saving model... #####
[2023/04/04 20:29:26] 	 epoch : 201/300 	 Epoch loss:871.344821 	 Accuracy: 0.4038
[2023/04/04 20:33:14] 	 epoch : 202/300 	 Epoch loss:870.670624 	 Accuracy: 0.4053
[2023/04/04 20:37:01] 	 epoch : 203/300 	 Epoch loss:868.735656 	 Accuracy: 0.4044
[2023/04/04 20:40:48] 	 epoch : 204/300 	 Epoch loss:867.864720 	 Accuracy: 0.4043
[2023/04/04 20:44:35] 	 epoch : 205/300 	 Epoch loss:865.617555 	 Accuracy: 0.4078
[2023/04/04 20:48:23] 	 epoch : 206/300 	 Epoch loss:865.811766 	 Accuracy: 0.4058
[2023/04/04 20:52:10] 	 epoch : 207/300 	 Epoch loss:862.025347 	 Accuracy: 0.4101
[2023/04/04 20:55:58] 	 epoch : 208/300 	 Epoch loss:861.822675 	 Accuracy: 0.4086
[2023/04/04 20:59:46] 	 epoch : 209/300 	 Epoch loss:861.939912 	 Accuracy: 0.4072
[2023/04/04 21:03:24] 	 epoch : 210/300 	 Epoch loss:861.122999 	 Accuracy: 0.4096
[2023/04/04 21:04:10] 	 ##### Accuracy on validation set: 0.5903 #####
[2023/04/04 21:04:10] 	 ##### Best accuracy so far: 0.5776  =>  saving model... #####
[2023/04/04 21:07:57] 	 epoch : 211/300 	 Epoch loss:858.401978 	 Accuracy: 0.4107
[2023/04/04 21:11:45] 	 epoch : 212/300 	 Epoch loss:857.377078 	 Accuracy: 0.4118
[2023/04/04 21:15:32] 	 epoch : 213/300 	 Epoch loss:856.786157 	 Accuracy: 0.4127
[2023/04/04 21:19:19] 	 epoch : 214/300 	 Epoch loss:853.280006 	 Accuracy: 0.4115
[2023/04/04 21:23:06] 	 epoch : 215/300 	 Epoch loss:852.654999 	 Accuracy: 0.4150
[2023/04/04 21:26:54] 	 epoch : 216/300 	 Epoch loss:850.690555 	 Accuracy: 0.4151
[2023/04/04 21:30:41] 	 epoch : 217/300 	 Epoch loss:851.032884 	 Accuracy: 0.4149
[2023/04/04 21:34:29] 	 epoch : 218/300 	 Epoch loss:848.225013 	 Accuracy: 0.4183
[2023/04/04 21:38:16] 	 epoch : 219/300 	 Epoch loss:848.542438 	 Accuracy: 0.4183
